Date,Atlanta,Boston,Chicago,Cleveland,Dallas,Kansas,Minneapolis,New York,Philadelphia,Richmond,St. Louis,Total,San Francisco
2006-05-04,71761,37694,68869,36468,34733,25963,17085,322981,36635,75756,25438,848338,94956
2006-05-11,72001,37377,68420,36368,34573,25911,16873,320384,36268,74187,25455,842792,94974
2006-05-18,70827,37216,67949,35908,34066,25823,17058,322128,36959,75083,25271,842863,94575
2006-05-25,71563,37419,67690,36060,34161,25784,16725,324537,36835,75084,25278,845253,94118
2006-04-06,72345,37156,69291,35688,35634,25607,16900,315976,36384,73073,25584,839157,95519
2006-04-13,71677,37385,69600,36685,35173,25895,17119,316069,36450,74150,25630,841117,95284
2006-04-20,70926,37462,69235,36536,34443,25797,16866,317818,36542,74298,25517,840477,95037
2006-04-27,71557,37357,68780,35864,34464,25895,16709,324900,36442,77324,25390,849165,94484
2006-03-02,73925,37405,70404,36551,36172,25271,16847,314667,35648,73035,25740,843612,97948
2006-03-09,73020,37496,70438,36373,35888,25245,16894,315221,35696,74328,25595,843612,97417
2006-03-16,73272,37780,70470,37481,35505,25419,16893,316028,36160,74896,25657,847171,97610
2006-03-23,72632,37165,69657,35798,35569,25348,16818,319358,36364,72149,25536,842357,95961
2006-03-30,72315,37255,69487,36136,35619,25503,16866,314495,36153,72201,25489,837822,96304
2006-02-02,74951,37678,71894,36019,35883,24832,16686,309046,33651,71180,26236,836145,98090
2006-02-09,74502,37240,71616,35646,35957,24766,16703,305431,34145,72182,26177,831788,97423
2006-02-16,74103,38372,71362,37647,35847,25012,16760,308255,34378,73570,26039,839235,97891
2006-02-23,75021,37848,70885,36689,36538,25532,16893,308651,35306,77049,26292,845361,98658
2006-01-05,72448,39499,73347,37505,36578,25617,17419,320778,34841,70619,27049,856885,101185
2006-01-12,71711,38152,72132,35737,35667,24965,16891,308741,34458,69910,26384,833590,98843
2006-01-19,74577,38161,72575,36627,36095,25260,16822,311727,33954,69877,26452,841408,99281
2006-01-26,74184,37460,71743,35995,35603,24676,16584,308046,33943,70701,26112,832858,97811
2005-12-01,66895,39894,72890,36304,35597,23488,16743,316859,35176,69914,25029,838747,99958
2005-12-08,67007,39339,72528,36169,35748,23921,16860,316173,34896,70744,24777,837027,98864
2005-12-15,68687,39298,72069,35664,35531,24396,16813,314950,34687,68734,25897,834720,97994
2005-12-22,72856,39151,72960,37360,35834,25143,16960,319891,34958,71097,26665,852122,99248
2005-12-29,72845,39699,74667,37400,36576,25444,17210,313559,34961,70954,26914,851623,101392
2005-11-03,65254,38795,72476,35896,33837,23156,16265,311911,34877,66968,24895,818457,94127
2005-11-10,65402,39307,72899,35965,34156,23184,16233,313886,34851,70078,24755,828445,97730
2005-11-17,65328,38960,72580,35744,35163,23504,16724,313625,34945,67785,24879,827074,97838
2005-11-25,66526,39110,73709,36428,36087,23679,16576,314772,35246,69821,24964,836794,99877
2005-10-06,65172,39140,72767,35285,34588,23234,16279,317579,34980,67036,24806,820654,89788
2005-10-13,67153,39818,73987,37877,34416,23605,16520,318835,35771,67588,24936,831431,90927
2005-10-20,65516,39031,72221,35375,33837,23335,16187,313660,35347,67804,24699,817929,90916
2005-10-27,65786,38704,72428,36098,33402,23152,16165,315278,34599,69398,24721,822561,92829
2005-09-01,65335,39339,74173,36312,33617,23377,16123,326891,34678,67005,25158,826820,84812
2005-09-08,66482,39488,74578,35905,34580,23442,16269,320539,35027,68137,25438,826714,86828
2005-09-15,66145,39398,74042,35704,34399,23260,16224,325258,34384,68242,25190,827123,84877
2005-09-22,65202,38890,73029,35709,34370,22909,16045,317482,34733,65891,24924,816336,87151
2005-09-29,65404,38872,72773,35427,34786,22904,15930,326231,34725,66562,24765,827138,88759
2005-08-04,65188,38994,72975,35386,38225,23347,16208,324699,34058,68257,24922,821599,79338
2005-08-11,64224,39339,72418,34914,37586,23143,16167,317984,34510,66804,24830,811634,79713
2005-08-18,66287,39317,72739,35502,35610,22893,16081,319719,34592,67858,24560,817450,82293
2005-08-25,64400,38870,73436,35795,34070,22991,16147,318189,36035,66999,24708,814529,82888
2005-07-07,65189,40378,73975,36120,36668,23784,16444,325824,33805,67830,24807,824939,80115
2005-07-14,63977,39826,72914,34836,37604,23269,16262,319590,34228,66283,24586,811535,78160
2005-07-21,65874,39567,72789,34714,38382,23321,16291,324680,34399,66551,24759,819754,78426
2005-07-28,64776,39192,73092,35274,38773,23249,16057,322425,34401,65886,24864,817179,79189
2005-06-02,63675,41748,73018,35587,34755,22201,16465,330192,33576,66032,23848,820233,79137
2005-06-09,63688,41346,72553,35412,34503,22346,16202,332265,32721,64026,24463,817254,77729
2005-06-16,63172,39553,72856,35337,34225,22694,16218,329296,32830,66565,24564,814195,76886
2005-06-23,63615,39394,72948,35090,35139,22954,16185,326210,33368,66488,24516,813152,77245
2005-06-30,64024,39715,73523,35039,35722,23348,16496,321383,34397,66244,24952,812950,78106
2005-05-05,61248,41221,70440,35184,35121,22027,16576,326781,31751,63883,23981,805297,77082
2005-05-12,62196,41347,71116,36009,35045,21879,16406,330176,31483,64176,23976,810925,77117
2005-05-19,62179,41205,70393,34696,34528,21719,16139,325440,31971,64048,23855,804216,78043
2005-05-26,63988,41262,71453,35816,34353,21739,16297,328731,32194,65261,23743,812821,77985
2005-04-07,58705,41062,69884,35046,35426,21788,16517,326982,30502,64019,23976,799939,76032
2005-04-14,60281,42764,71003,35326,35073,21889,16780,329205,30777,64723,24155,808590,76613
2005-04-21,60777,41170,69899,35000,34968,21889,16566,326669,31232,66100,24043,804818,76505
2005-04-28,61628,41410,70603,35246,35033,22090,16532,332456,30776,65921,23960,812556,76902
2005-03-05,59911,41278,70025,35139,36019,22420,16467,329785,29691,62948,24150,804409,76575
2005-03-10,59144,41368,69772,35033,35691,21953,16406,329112,30065,63012,24178,802114,76378
2005-03-17,59869,42275,69913,36137,35684,21981,16367,332084,30372,63801,24329,809929,77119
2005-03-24,59438,40831,69905,35003,35474,21827,16472,326772,31615,62741,24005,799867,75783
2005-03-31,59403,40722,70109,35270,35398,21851,16558,338335,30883,61566,24147,810300,76058
2005-02-03,61947,40958,70178,33826,36440,22356,16646,333730,27594,63628,24506,807326,75515
2005-02-10,60837,41337,69881,34872,36488,22233,16593,327148,28921,62236,24570,800263,75145
2005-02-17,61688,41161,69278,35800,36356,22075,16417,323774,29816,62089,24384,798177,75339
2005-02-24,60320,41556,70659,35392,36526,22689,16503,325801,30218,66478,24429,807423,76852
2005-01-06,62377,39857,70334,34307,36420,22341,16790,342064,27796,64990,24338,818327,76712
2005-01-13,60338,39506,69688,33698,35893,22031,16469,335309,27204,61560,24166,800845,74983
2005-01-20,62019,39934,70287,35263,36258,22612,16661,337119,26941,61825,24326,809804,76558
2005-01-27,61418,40221,70403,34171,36064,22326,16609,336726,27276,64639,24287,809612,75471
2004-12-02,62262,39690,70425,34121,36873,22469,16918,331214,28994,63531,24537,809462,78428
2004-12-09,62176,42118,70291,33635,36391,22114,16532,335490,27499,64040,24295,810909,76328
2004-12-16,61922,40654,70401,35836,36403,22411,16661,334429,28003,61496,24415,809425,76796
2004-12-23,62726,40185,70907,33993,36758,22581,16694,338205,27687,62299,24515,813662,77112
2004-12-30,62286,40446,70887,34141,36619,22668,16731,336684,27426,62985,24672,813496,77950
2004-11-04,61666,39910,69698,33604,36760,22302,16846,319527,26815,62785,24327,792937,78697
2004-11-12,62383,40067,70280,34097,36786,22137,16766,324177,29167,64080,24350,802668,78376
2004-11-18,62472,38786,69944,33297,36637,22122,16719,322064,27537,63919,24334,796391,78560
2004-11-26,62764,39293,70560,34097,36946,22286,16922,333428,27987,64502,24505,812417,79127
2004-10-07,61825,39043,67613,33393,37227,22319,16719,313306,26949,61560,24032,784067,80078
2004-10-14,62886,39213,71431,34676,37564,22502,16909,317828,26870,62922,24348,797339,80189
2004-10-21,61211,38794,68196,33929,37012,22266,16790,316020,27030,62699,24152,787418,79320
2004-10-28,61618,39032,69611,34194,36842,22141,16826,320560,26801,63064,24287,793500,78524
2004-09-02,62038,40342,66641,34522,37357,21995,16593,313635,26897,61910,23962,787325,81434
2004-09-09,63527,39556,68687,34098,37522,22299,16754,313424,28632,60319,24180,790336,81338
2004-09-16,63581,39392,67949,33858,37305,22093,16746,317692,26645,62331,24081,791326,79653
2004-09-23,62745,38725,66887,33279,37190,22060,16705,315478,26560,61085,23903,784298,79681
2004-09-30,62720,39153,68191,34359,37224,22413,16854,315042,26488,62526,24004,788685,79712
2004-08-05,60489,38163,66709,34062,37906,21509,16738,308711,26567,59523,23508,773940,80054
2004-08-12,59762,38336,66373,33344,37754,21427,16695,307711,26632,59160,23655,771135,80286
2004-08-19,60963,38025,65896,33071,37501,21414,16598,306493,26757,58770,23759,769396,80147
2004-08-26,61007,39421,66381,33968,37166,21227,16549,308374,27418,61811,23936,777413,80156
2004-07-01,58140,38110,68034,32660,37444,21730,16500,319214,26224,59817,23203,781407,80331
2004-07-08,59133,38286,67999,33786,37565,21405,16547,313941,26302,60421,23428,779748,80934
2004-07-15,59206,37674,67469,33013,37062,21182,16649,316989,25738,58896,23525,777344,79941
2004-07-22,60703,38870,67057,33518,37180,21286,16486,314715,26070,59194,23572,778688,80037
2004-07-29,59927,38297,66845,33416,37121,21157,16668,312163,26917,60002,23349,775671,79808
2004-06-03,53067,38192,68444,31004,37606,21379,16507,313093,25392,57413,22528,765845,81220
2004-06-10,53620,37931,66986,31042,37405,21175,16462,324042,25222,57637,22405,774107,80179
2004-06-17,53272,37565,66898,30597,37090,21162,16385,315314,26576,56402,22249,763755,80244
2004-06-24,56935,37613,67542,32426,36833,21319,16284,319862,25453,61156,22391,777171,79357
2004-05-06,51083,37725,67045,30732,37288,20580,16294,315860,24970,57358,22370,760823,79519
2004-05-13,50339,37890,66554,31874,37056,20985,16395,322741,24442,57197,22261,766686,78951
2004-05-20,52268,37407,66443,30756,37084,20986,16294,311961,25068,59036,22127,758896,79468
2004-05-27,52628,38092,66786,30571,37201,20942,16360,325681,25216,57336,22288,772818,79715
2004-04-01,52392,38114,65023,32144,37185,20316,16365,320376,23750,58579,22060,762624,76318
2004-04-08,51469,37794,64087,30897,37062,20143,16156,315308,23730,59554,21875,755745,77671
2004-04-15,51149,38100,64615,32055,36983,20368,16276,322772,23726,59253,22133,765685,78255
2004-04-22,50109,37776,66282,30743,36952,20192,16286,316531,23648,60825,21928,759877,78605
2004-04-29,51876,37592,67947,32866,37058,20398,16321,325489,24039,60004,22175,774923,79159
2004-03-04,50888,39105,65494,32587,35712,19928,16220,315303,24422,60750,21937,757095,74750
2004-03-11,50384,37285,65391,31765,35924,19801,16135,316456,24289,57770,21671,751726,74853
2004-03-18,51115,38201,65349,32097,36278,20063,16223,320934,24162,59601,21820,762415,76571
2004-03-25,51620,37724,64391,31013,37025,20201,16306,314804,24493,59245,21859,753354,74674
2004-02-05,51057,37723,66585,32763,35621,19565,16470,321317,23210,59896,21819,756333,70307
2004-02-12,50986,37786,66440,32003,35593,19694,16526,318455,24417,59060,22016,753127,70151
2004-02-19,51128,38033,66119,32492,36097,20085,16533,322071,23512,60475,22319,760576,71712
2004-02-26,50916,37665,65855,32883,35722,19932,16416,315879,23840,58814,21862,752892,73109
2004-01-02,52680,38514,66840,32976,35484,19874,16749,331411,23599,62446,21475,773888,71840
2004-01-08,51221,37725,65939,32640,34460,19393,16496,324863,23143,59595,21292,757721,70954
2004-01-15,50824,37262,65689,32031,34466,19464,16327,325434,23220,59182,21308,755006,69799
2004-01-22,52718,40170,66435,33352,34826,19946,16830,331007,22861,66645,21572,777943,71583
2004-01-29,50682,38092,66367,32311,35168,19490,16446,324201,25636,58340,21494,757724,69496
2003-12-04,50904,35987,65576,32355,33294,19311,16464,324012,23225,60329,20809,751950,69684
2003-12-11,50962,38834,64936,32641,33915,19304,16953,327864,23299,59608,20807,758486,69362
2003-12-18,51590,37172,65692,31887,34425,19286,16277,327705,23599,57488,20944,755985,69921
2003-12-26,53063,38712,66294,33184,35139,19738,16446,330556,24106,59070,21400,768859,71151
2003-11-06,51345,35532,64513,31283,32181,19021,16653,327670,21678,57871,21010,746270,67512
2003-11-13,50265,35670,64691,32244,32424,19099,16849,326923,22281,57288,21108,746658,67817
2003-11-20,50974,35087,64333,31630,32745,18992,16557,322399,22430,62361,20835,746511,68169
2003-11-28,51220,36494,66006,32602,33325,19168,16552,330748,23378,58807,21020,758978,69659
2003-10-02,50749,36705,64658,34517,30701,19184,16745,332818,21600,59272,21321,755336,67066
2003-10-09,50193,33545,65352,32340,30761,18758,16405,326404,20962,57149,21054,738981,66060
2003-10-16,52048,39364,64926,33309,31529,19523,16904,329975,21681,58614,21280,756441,67288
2003-10-23,51367,33864,64862,31854,31203,19051,16576,328416,21535,59887,20955,745735,66166
2003-10-30,51136,36088,64312,32392,31544,19276,17181,330563,21436,58217,20962,749670,66562
2003-09-04,49935,35142,66942,32136,30992,19173,16748,331994,22639,58191,21402,752252,66957
2003-09-11,48800,31486,64701,31563,30566,18830,16365,331283,22011,56777,21275,739200,65541
2003-09-18,49937,34012,64481,32108,30593,19098,16791,330791,22049,57296,21184,746106,67765
2003-09-25,49521,32726,68533,31734,30093,18969,16226,328827,21333,57100,20992,743205,67151
2003-08-07,48667,30317,64871,30466,30959,18893,15956,334022,20132,56985,21322,736020,63430
2003-08-14,48032,30448,64398,32304,30476,18793,16176,336030,20843,56425,21041,737481,62514
2003-08-21,49379,32893,65609,31897,30513,18834,16939,342012,21011,59065,21282,752891,63457
2003-08-28,49202,30018,64457,30830,30515,18831,16429,334551,22208,60033,21150,742638,64414
2003-07-03,48134,30978,64757,31114,31180,19478,16008,335598,19745,58499,21459,742279,65330
2003-07-10,48013,31644,64547,30968,31451,19461,15987,340255,19421,59221,21495,746503,64040
2003-07-17,47074,30404,64755,30971,30799,19093,15929,334968,20303,60422,21470,739847,63659
2003-07-24,48520,34450,65287,32560,31034,19337,16200,338318,19636,57458,21854,747777,63122
2003-07-31,47995,30219,65152,30410,30767,18789,16000,339669,21622,57813,21171,742436,62828
2003-06-05,45572,30885,64813,31467,30892,19474,15988,334045,19505,55434,21057,733679,64549
2003-06-12,46248,31619,64965,31494,31088,19566,16026,343143,19263,56494,21286,745224,64033
2003-06-19,47308,31292,63942,31039,31184,19440,16079,334772,19470,58335,21368,738017,63787
2003-06-26,47786,32366,63977,31734,30997,19464,16802,340910,20312,56854,21387,746178,63588
2003-05-01,45267,32652,63377,31983,30952,19328,16203,346905,20026,56395,21295,748405,64024
2003-05-08,44650,31983,64245,32069,30865,19460,15897,334962,19170,57057,21177,735331,63796
2003-05-15,44904,31233,63315,31457,30736,19583,16309,344675,19252,56301,21166,742351,63419
2003-05-22,45656,31218,64647,31297,30854,19464,15967,336602,20183,56007,21039,736782,63849
2003-05-29,47220,34272,64592,32315,31265,19891,16410,338217,19626,55883,21542,746869,65635
2003-04-03,45393,31545,62958,32462,30481,19172,15840,338619,19895,53909,20849,734581,63458
2003-04-10,44115,31761,63098,31371,30685,19158,15892,335344,20006,55069,20752,729929,62678
2003-04-17,45170,31969,63735,32907,30756,19492,15852,345193,19840,58264,21503,748005,63323
2003-04-24,44291,30885,66896,31581,30732,19021,15700,337113,19732,54555,20782,734416,63128
2003-03-06,45294,31498,61900,32055,30310,19608,15647,332715,19620,54091,20495,724791,61560
2003-03-13,44017,31794,61978,31291,30239,19087,15644,330395,19739,53562,20279,719092,61067
2003-03-20,45645,33566,62494,32365,30337,19266,15541,336975,20059,53147,20760,731971,61816
2003-03-27,44408,31622,64980,31803,30220,19097,15422,333025,19738,54420,20455,727202,62012
2003-02-06,44933,33315,63528,32577,29917,18928,15150,330452,19350,53768,20468,721901,59515
2003-02-13,44726,31353,63271,31976,30086,18762,15198,328052,19388,53427,20482,715557,58837
2003-02-20,46159,35483,63356,32691,30414,19500,15971,332170,19617,55602,21038,732574,60574
2003-02-27,45240,31550,62447,32148,30143,19321,15590,330113,20150,56608,20586,724226,60329
2003-01-02,46765,33445,66716,33181,30253,18706,15518,331377,21126,54015,21093,733255,61061
2003-01-09,45152,33804,63406,32464,29654,18119,15266,333080,20460,54422,20848,725936,59260
2003-01-16,44691,31814,64995,32125,29664,18351,15308,331144,21196,54546,20353,722349,58160
2003-01-23,45740,39427,64259,32512,29957,18316,15456,335666,19741,55128,20819,738085,61066
2003-01-30,43984,31473,62145,32495,29493,18292,15206,330554,19496,53619,20409,715325,58159
2002-12-05,42948,31367,62833,31830,28550,17361,15095,329035,20036,51839,20196,690742,57651
2002-12-12,43180,32039,62427,32239,29004,17749,14994,321334,19731,53225,20271,703937,57743
2002-12-19,45640,33105,63812,33056,29824,17942,15335,326255,21266,54718,20965,721820,59900
2002-12-26,47019,33780,67044,33709,30431,18691,15714,329510,21328,55350,21414,734183,60197
2002-11-07,43610,30959,62629,31591,26029,17285,15359,307688,19821,52368,20600,683994,56054
2002-11-14,44408,34123,64043,32671,26651,17991,15707,313462,20331,53789,20928,701744,57640
2002-11-21,42992,30979,62457,31007,27229,16950,15123,309270,20799,52955,20197,686068,56108
2002-11-29,43792,32110,62772,32338,27968,17709,15175,317430,20156,52364,20340,699689,57535
2002-10-03,45189,32395,65269,31652,26208,18036,15476,302037,20334,53874,21000,686397,54927
2002-10-10,44705,31104,65523,31733,25797,17347,15089,298363,19883,53652,20975,678294,54124
2002-10-17,45338,34210,65145,32166,25929,17934,15497,304329,19935,57389,20973,694940,56095
2002-10-24,44466,31011,64077,30738,25621,17131,15197,303379,19480,53485,20576,680132,54972
2002-10-31,44759,32109,64120,31591,25716,17501,15255,313875,19526,52560,20614,693747,56122
2002-09-05,46936,35826,69296,32592,26824,18444,15598,295438,21340,54815,21626,695229,56495
2002-09-12,45869,31246,68513,31234,26209,17888,15266,297036,21020,54037,21096,683127,53713
2002-09-19,45341,32613,65943,32272,26302,17827,15230,299295,20417,54069,20682,684276,54284
2002-09-26,44903,30916,65989,32257,26228,17567,15248,301435,20463,53641,20675,682819,53497
2002-08-01,47261,32352,68752,30639,26141,18328,15129,293803,21479,52741,21264,681572,53683
2002-08-08,47201,34068,69476,31361,26259,18516,15246,298754,21111,53039,21201,690293,54061
2002-08-15,46167,31886,67737,30770,25990,17777,15216,294537,21298,53632,21036,679455,53406
2002-08-22,46584,33981,67479,31378,26419,18310,15120,297578,21152,54938,21016,687948,53992
2002-08-29,46315,31643,68123,30699,26350,17753,15119,294564,21311,53894,20893,680494,53828
2002-07-05,48136,33330,70120,31743,25115,18566,15545,285146,22124,54545,21260,680819,55190
2002-07-11,48127,33178,69646,32086,25430,18632,15730,289130,22005,54031,21443,684079,54640
2002-07-18,48041,32656,68168,30919,25865,18252,15566,286289,21773,53799,21034,676619,54255
2002-07-25,47688,35176,69357,31517,26304,18895,15737,295194,21584,53278,21244,689818,53843
2002-06-06,47895,33196,70432,31637,23185,18746,15391,278903,22340,55299,21185,672746,54539
2002-06-13,48173,34714,71519,33123,23640,19160,15717,284938,22064,55257,21361,684546,54880
2002-06-20,47767,32755,69118,31103,23741,18401,15451,281825,22141,55013,21000,673322,55007
2002-06-27,48008,35836,69969,31583,24231,18946,15983,288371,22126,57032,21196,688171,54888
2002-05-02,47233,34765,72885,33522,23695,19718,15737,278354,22345,53700,21508,678380,54918
2002-05-09,47169,33894,71761,32264,23018,18948,15307,272222,22202,53431,21619,665806,53973
2002-05-16,47378,33470,71395,32697,22975,19202,15771,275780,22264,55150,21368,671795,54342
2002-05-23,47979,33174,70261,32263,23125,18858,15233,272877,22295,55417,20948,666514,54084
2002-05-30,49439,35597,73103,34887,23467,19280,15673,289370,22847,57334,21719,698321,55605
2002-04-04,47822,33917,71703,32809,23271,19221,15732,270622,22218,54505,22013,667632,53799
2002-04-11,46955,33085,71682,32307,23085,18685,15398,269376,22192,53636,21883,661762,53477
2002-04-18,47223,34450,71546,32593,23506,19645,15725,272664,22261,53624,21882,668932,53813
2002-04-25,46753,32978,71802,32519,22826,18667,15334,272770,22985,53685,21378,664641,52944
2002-03-07,47809,34077,72871,33497,20827,19113,15748,270604,22287,54013,22152,665521,52523
2002-03-14,46563,33067,71918,32970,21176,18821,15480,265301,22871,53797,22238,656391,52188
2002-03-21,46999,33434,72527,34027,22309,18898,15672,270487,22500,52359,22089,663683,52382
2002-03-28,47038,33065,72867,33252,22813,19067,15328,265271,22467,53948,22211,660258,52931
2002-02-07,47964,34997,72181,33360,16560,18689,15717,268801,22193,51307,22611,656427,52048
2002-02-14,47816,33360,72604,32981,17980,18418,15248,264123,22862,52337,22086,651288,51474
2002-02-21,48599,33628,74016,34142,19283,19321,16526,269861,22570,53865,22682,667452,52959
2002-02-28,47334,33372,74008,33669,20035,18754,15541,263824,23102,55579,21886,659208,52104
2002-01-03,48882,34367,73181,33701,15167,18370,15399,271972,23217,52240,22486,663557,54577
2002-01-10,47745,34095,72712,34818,14653,18497,15922,270948,22698,50289,22444,658173,53352
2002-01-17,46955,33888,72305,33505,14410,18122,15407,268625,22873,52048,22189,652564,52238
2002-01-24,48552,36361,75790,36296,15443,18751,16119,285167,23583,52200,22663,684616,53692
2002-01-31,47232,33402,71669,33391,14943,17753,15475,275640,23108,51600,22648,658687,51825
2001-12-06,47034,33434,73097,33699,14916,18311,14120,258300,23394,50312,22578,643091,53896
2001-12-13,47964,33776,73378,35594,14725,18612,15334,265191,23378,52250,22600,657785,54983
2001-12-20,48545,33869,73028,34124,15136,18139,15220,265911,23629,50824,22262,654833,54147
2001-12-27,49055,36143,73292,34034,15563,18547,15777,267723,23976,52039,22625,663286,54511
2001-11-01,44232,35012,73293,34107,15206,18232,11171,268621,22656,51005,21975,650638,55128
2001-11-08,44484,33227,73365,33289,15263,17936,10856,258565,22813,50896,21944,636567,53929
2001-11-15,46062,35652,73985,35600,15546,18917,12836,263064,23111,50110,23088,653980,56010
2001-11-23,46426,34195,74715,33810,15548,18066,12984,258644,24254,50500,22642,646226,54441
2001-11-29,46518,34614,74643,33991,15503,18309,13424,261067,23730,50636,23310,649626,53881
2001-10-04,43689,34712,71813,33493,15047,18922,8558,256418,22605,52186,21839,633429,54145
2001-10-11,44083,35437,72965,33788,15510,18758,9926,260496,23216,51928,21871,642873,54895
2001-10-18,43425,36348,73342,34918,15078,18627,10734,259958,22882,50361,22089,642476,54713
2001-10-25,43067,33262,71706,33099,14962,18004,10327,264033,22645,49947,21465,635585,53068
2001-09-06,43910,36224,70164,33357,13915,18318,7614,261815,24007,52291,20999,638162,55548
2001-09-13,43737,34489,70253,32093,14774,19136,7290,353648,23974,51515,20689,730139,58542
2001-09-20,44154,35323,71378,33680,13774,18808,7692,262003,22919,50708,21427,634207,52340
2001-09-27,43289,34919,71938,33038,14618,19031,7541,263475,23208,52933,21851,639335,53493
2001-08-02,42593,35093,68731,32877,13303,17582,7669,261151,23378,48429,20629,624875,53439
2001-08-09,43195,35219,68334,32839,13119,17517,7784,262860,23333,48610,20705,626899,53385
2001-08-16,42766,34384,69472,32786,13113,17694,7242,259864,23753,50230,20651,625048,53091
2001-08-23,43872,35350,68614,33015,13457,17557,7469,264011,23297,50997,20517,633038,54881
2001-08-30,43250,34185,70457,32536,13380,17978,7316,259230,23193,50783,20572,626062,53182
2001-07-05,40728,34799,66929,33479,13419,18052,7807,254336,23933,47702,20849,618315,56283
2001-07-12,41024,35416,67909,33511,13336,17809,8090,256071,23825,47520,20744,620556,55299
2001-07-19,41785,34135,66458,32945,13232,17425,7860,255800,23815,47900,20343,615359,53661
2001-07-26,42091,36288,68604,33392,13245,17591,8175,263021,23586,51307,20949,631909,53661
2001-06-07,39265,34945,64802,32871,12456,17975,7021,253238,23867,46250,20341,608649,55620
2001-06-14,39561,34998,65408,33061,12651,18020,7344,253843,23849,47734,20662,612288,55157
2001-06-21,39454,34548,64860,32947,12941,17510,7532,253493,23490,46460,20424,608896,55238
2001-06-28,40704,34187,65230,33597,12927,17685,7793,254623,23621,47877,20604,614666,55817
2001-05-03,39377,36321,66663,33517,11009,17932,7233,256872,24039,47428,20251,618017,57375
2001-05-10,38799,34956,65098,32920,11106,17857,6549,250832,23856,45481,19977,603353,55921
2001-05-17,39627,36606,65650,33725,11200,17830,6926,255498,24132,49157,20491,617867,57024
2001-05-24,39330,35361,65407,32315,11675,17587,6824,251370,24004,47573,20406,607289,55437
2001-05-31,40399,36325,66536,34333,12459,18083,7666,260560,24192,52538,20613,632985,59283
2001-04-05,39557,35044,65614,33299,10771,17942,6275,251836,23752,44593,20121,605814,57010
2001-04-12,38755,35173,65860,33072,10615,17811,6269,254543,24178,42759,20056,605286,56194
2001-04-19,38911,37038,65820,33044,10855,18030,6901,257813,23953,46262,20512,615670,56531
2001-04-26,37945,35214,65874,32811,10749,17831,6269,253672,23686,44310,19923,604336,56052
2001-03-01,40127,34141,65165,32771,10539,17811,5182,252856,24173,41908,20250,601963,57038
2001-03-08,40193,34972,65397,33070,10704,17953,5485,253097,23788,41663,20192,603520,57006
2001-03-15,39628,34406,65566,33225,10408,17901,6033,250337,23774,41487,20198,599487,56525
2001-03-22,39842,36143,66326,33826,10456,17953,7289,262554,24585,44962,20258,621524,57329
2001-03-29,39288,34476,64933,33052,10611,17870,6579,250406,23671,42196,19906,598999,56011
2001-02-01,40342,34409,63959,33278,9596,17776,3504,254122,24251,38670,20400,596977,56671
2001-02-08,40345,35756,65259,33587,10050,18001,3741,254046,23880,40761,20656,603284,57204
2001-02-15,40051,34220,65434,33635,9999,17717,4160,253469,23913,39582,20128,598480,56172
2001-02-22,41047,37543,66590,33855,10392,17871,5028,257865,24192,41393,20623,613897,57496
2001-01-04,41682,34940,65267,33756,10996,18388,3945,252495,24719,40133,20695,608623,61608
2001-01-11,40611,34428,64884,33479,10347,18405,3336,253519,24114,40941,20261,603124,58798
2001-01-18,40326,35204,64451,33381,10571,18078,3394,258082,23968,39384,20479,606610,59292
2001-01-25,40219,35103,67688,33143,11100,17943,4039,259672,24346,40688,20504,612790,58344
2000-12-07,40702,33512,64180,33288,10519,18398,3678,251129,23588,37469,20364,595499,58672
2000-12-14,40935,34292,65350,34005,11186,18807,3502,254660,23912,38576,21172,605725,59328
2000-12-21,41747,33888,65008,34051,10809,18108,3034,252196,24158,40143,20435,603069,59492
2000-12-28,42539,37946,66467,33911,11671,18930,3244,257034,24770,41373,21347,620495,61262
2000-11-02,40533,33952,62722,33572,12564,17958,3189,250815,23192,38100,20641,596610,59371
2000-11-09,40275,33111,62091,33091,11946,17846,3255,249003,22827,36950,20195,589211,58622
2000-11-16,40375,34457,63660,33930,12060,18558,3261,249657,23185,37455,20713,595508,58197
2000-11-24,40816,33646,64089,33498,12089,18350,3182,251207,23676,37660,20301,597411,58897
2000-11-30,41111,33468,63975,33361,11668,19042,3129,249988,23559,39085,20799,598113,58929
2000-10-05,40849,33700,61193,33218,12736,17932,3121,243877,22593,37304,20324,586029,59182
2000-10-12,40978,33484,61497,33341,12943,17896,2947,246960,22879,37511,20306,590893,60150
2000-10-19,40242,33208,62498,33796,12846,18269,3275,245984,22660,38845,20527,590462,58311
2000-10-26,40392,34011,60937,32930,12305,17759,3080,243596,22904,37102,20122,583270,58132
2000-09-07,41269,34029,62108,33479,12750,18072,3015,245316,23046,37668,20958,591879,60167
2000-09-14,39695,33194,61132,33030,12532,17722,2767,243942,22582,37883,20506,584231,59245
2000-09-21,40047,33490,62978,33523,12426,17907,2618,247326,22517,38343,20584,590087,58330
2000-09-28,40573,32778,60985,32814,12225,17842,2775,245532,22690,36722,20139,583881,58806
2000-08-03,38949,33624,61095,32941,13405,17940,2725,241805,23067,36455,20232,581876,59639
2000-08-10,39259,34423,61379,33190,13534,17682,2919,247024,22891,36833,20469,588963,59360
2000-08-17,38780,33621,60741,33150,12285,17792,2801,241663,22859,38085,20296,581714,59641
